Número de oraciones principales con sujeto antepuesto: 8182
Número de oraciones principales sin sujeto antepuesto: 9520

Porcentaje de oraciones con sujeto antepuesto: 46.22 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| t5-9_ssd_forms_annotated.conllu             |                   16 |                 4 |                   20    |
| 10242_20000816_ssd_forms_annotated.conllu   |                   14 |                 8 |                   36.36 |
| 109_20010301_ssd_forms_annotated.conllu     |                    6 |                 8 |                   57.14 |
| 5_20000903_ssd_forms_annotated.conllu       |                    4 |                 7 |                   63.64 |
| d1-4_ssd_forms_annotated.conllu             |                   10 |                 2 |                   16.67 |
| 104_c-1_ssd_forms_annotated.conllu          |                    6 |                 8 |                   57.14 |
| dc1-1_ssd_forms_annotated.conllu            |                    9 |                 5 |                   35.71 |
| 13_20020502_ssd_forms_annotated.conllu      |                    5 |                 1 |                   16.67 |
| 94_19990502_ssd_forms_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 79_19981101_ssd_forms_annotated.conllu      |                    6 |                 6 |                   50    |
| 67_20020402_ssd_forms_annotated.conllu      |                    4 |                 6 |                   60    |
| 9246_20000713_ssd_forms_annotated.conllu    |                    5 |                 3 |                   37.5  |
| 57_20000401_a_ssd_forms_annotated.conllu    |                    3 |                 3 |                   50    |
| 78_20010502_ssd_forms_annotated.conllu      |                    1 |                 3 |                   75    |
| 11084_20001014_ssd_forms_annotated.conllu   |                   16 |                 3 |                   15.79 |
| dc1-10_ssd_forms_annotated.conllu           |                    2 |                 9 |                   81.82 |
| 176_20010301_ssd_forms_annotated.conllu     |                    3 |                 3 |                   50    |
| 15392_20001220_ssd_forms_annotated.conllu   |                    8 |                 4 |                   33.33 |
| 56_20011201_ssd_forms_annotated.conllu      |                    1 |                 3 |                   75    |
| 54_20011202_ssd_forms_annotated.conllu      |                    3 |                 1 |                   25    |
| 3976_20000108_ssd_forms_annotated.conllu    |                    8 |                 8 |                   50    |
| 14_19981202_ssd_forms_annotated.conllu      |                   13 |                 8 |                   38.1  |
| 35_20000202_a_ssd_forms_annotated.conllu    |                    5 |                 7 |                   58.33 |
| 21333_20000326_a_ssd_forms_annotated.conllu |                    3 |                 2 |                   40    |
| 27_20020801_a_ssd_forms_annotated.conllu    |                   14 |                 9 |                   39.13 |
| 19_19990602_a_ssd_forms_annotated.conllu    |                   76 |                 7 |                    8.43 |
| 24_20010702_ssd_forms_annotated.conllu      |                    1 |                 3 |                   75    |
| 16_20001002_b_ssd_forms_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 24215_20001030_ssd_forms_annotated.conllu   |                    5 |                11 |                   68.75 |
| 143_20010302_ssd_forms_annotated.conllu     |                    2 |                 2 |                   50    |
| 3224_20000304_ssd_forms_annotated.conllu    |                    7 |                10 |                   58.82 |
| 145_20011202_a_ssd_forms_annotated.conllu   |                   18 |                 6 |                   25    |
| 108_20000601_e_ssd_forms_annotated.conllu   |                    0 |                 3 |                  100    |
| 73_20000201_d_ssd_forms_annotated.conllu    |                    2 |                 0 |                    0    |
| 102_19991001_ssd_forms_annotated.conllu     |                    3 |                 9 |                   75    |
| 101_20000401_ssd_forms_annotated.conllu     |                    1 |                 2 |                   66.67 |
| t4-0_ssd_forms_annotated.conllu             |                    7 |                 3 |                   30    |
| 45_20000802_ssd_forms_annotated.conllu      |                    0 |                 5 |                  100    |
| 2252_20000704_ssd_forms_annotated.conllu    |                    5 |                 3 |                   37.5  |
| 76_20000902_ssd_forms_annotated.conllu      |                   10 |                10 |                   50    |
| 46_19991202_ssd_forms_annotated.conllu      |                    2 |                 0 |                    0    |
| 11011_20000914_ssd_forms_annotated.conllu   |                    2 |                 4 |                   66.67 |
| c1-3_ssd_forms_annotated.conllu             |                    7 |                 6 |                   46.15 |
| 17124_20001122_ssd_forms_annotated.conllu   |                    9 |                 6 |                   40    |
| n1-0_ssd_forms_annotated.conllu             |                    8 |                 7 |                   46.67 |
| 18_19990602_a_ssd_forms_annotated.conllu    |                    3 |                 2 |                   40    |
| 71_19990902_ssd_forms_annotated.conllu      |                    3 |                 3 |                   50    |
| r2-11_ssd_forms_annotated.conllu            |                    6 |                 6 |                   50    |
| 54_20010902_ssd_forms_annotated.conllu      |                    1 |                 3 |                   75    |
| 57_20000601_e_ssd_forms_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 8684_20001011_ssd_forms_annotated.conllu    |                    8 |                 4 |                   33.33 |
