Número de oraciones principales con sujeto antepuesto: 8748
Número de oraciones principales sin sujeto antepuesto: 8616

Porcentaje de oraciones con sujeto antepuesto: 50.38 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 2246_20000303_ssd_annotated.conllu    |                    2 |                 5 |                   71.43 |
| 20_20000201_b_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| e3-2_ssd_annotated.conllu             |                    8 |                 3 |                   27.27 |
| a15-5_ssd_annotated.conllu            |                    7 |                 5 |                   41.67 |
| 4618_20001207_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 108_20000301_a_ssd_annotated.conllu   |                    5 |                12 |                   70.59 |
| 42_19991202_ssd_annotated.conllu      |                    7 |                14 |                   66.67 |
| 153_20020501_ssd_annotated.conllu     |                    2 |                 2 |                   50    |
| 25451_20000531_ssd_annotated.conllu   |                    2 |                 5 |                   71.43 |
| dc3-14_ssd_annotated.conllu           |                    3 |                 2 |                   40    |
| 27_20000701_ssd_annotated.conllu      |                    3 |                 2 |                   40    |
| 10017_20000413_ssd_annotated.conllu   |                    2 |                 4 |                   66.67 |
| 19_20000102_ssd_annotated.conllu      |                    9 |                 1 |                   10    |
| 131_20010501_ssd_annotated.conllu     |                   19 |                 2 |                    9.52 |
| 30_20010701_ssd_annotated.conllu      |                    3 |                 3 |                   50    |
| 20443_20000128_ssd_annotated.conllu   |                    7 |                 6 |                   46.15 |
| n1-12_ssd_annotated.conllu            |                    6 |                 7 |                   53.85 |
| 17_20000602_d_ssd_annotated.conllu    |                    0 |                 1 |                  100    |
| t4-2_ssd_annotated.conllu             |                   11 |                 2 |                   15.38 |
| 5703_20000809_ssd_annotated.conllu    |                    1 |                 5 |                   83.33 |
| 10585_20000213_ssd_annotated.conllu   |                    2 |                 4 |                   66.67 |
| 16_20001002_b_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 211_C-3_ssd_annotated.conllu          |                    7 |                14 |                   66.67 |
| 18_19981102_ssd_annotated.conllu      |                    4 |                 7 |                   63.64 |
| dc1-6_ssd_annotated.conllu            |                    4 |                 7 |                   63.64 |
| dc3-8_ssd_annotated.conllu            |                    2 |                 8 |                   80    |
| t1-6_ssd_annotated.conllu             |                    5 |                 2 |                   28.57 |
| 19061_20000426_ssd_annotated.conllu   |                    4 |                 9 |                   69.23 |
| 17909_20000222_ssd_annotated.conllu   |                    6 |                 4 |                   40    |
| 139_20010601_ssd_annotated.conllu     |                    1 |                 1 |                   50    |
| d1-4_ssd_annotated.conllu             |                   10 |                 2 |                   16.67 |
| 28_20020402_ssd_annotated.conllu      |                    2 |                 1 |                   33.33 |
| 5332_20000207_ssd_annotated.conllu    |                    8 |                 6 |                   42.86 |
| 15776_20000320_ssd_annotated.conllu   |                    4 |                 9 |                   69.23 |
| 57_20000401_b_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 111_C-1_ssd_annotated.conllu          |                    3 |                16 |                   84.21 |
| 26_19991101_ssd_annotated.conllu      |                    2 |                 6 |                   75    |
| 60_20011101_ssd_annotated.conllu      |                    1 |                 5 |                   83.33 |
| 23101_20000927_ssd_annotated.conllu   |                    4 |                 2 |                   33.33 |
| 9968_20000312_ssd_annotated.conllu    |                    1 |                 3 |                   75    |
| 25_20011101_ssd_annotated.conllu      |                    0 |                 2 |                  100    |
| 25_19990401_ssd_annotated.conllu      |                    3 |                 7 |                   70    |
| 71_19990901_ssd_annotated.conllu      |                    3 |                 2 |                   40    |
| 6823_20000810_ssd_annotated.conllu    |                    2 |                 2 |                   50    |
| 5988_20000608_ssd_annotated.conllu    |                    2 |                10 |                   83.33 |
| 69_20010201_a_ssd_annotated.conllu    |                    2 |                10 |                   83.33 |
